        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.),             |S[4][3]| (dB),        arg(S[4][3]) (deg.),             |S[1][4]| (dB),        arg(S[1][4]) (deg.),             |S[2][4]| (dB),        arg(S[2][4]) (deg.),             |S[3][4]| (dB),        arg(S[3][4]) (deg.),             |S[4][4]| (dB),        arg(S[4][4]) (deg.)
 1.93600000e+02,        -1.068718309067e+01,        -1.169234987357e+02,        -5.397814783027e+00,        -1.244371009440e+02,        -3.625569472520e+00,        +1.365497033082e+02,        -1.205983210086e+01,        -7.578359506663e+01,        -5.397814783027e+00,        -1.244371009440e+02,        -1.067223679741e+01,        -1.168300339987e+02,        -1.207646727891e+01,        -7.573472890190e+01,        -3.625980377501e+00,        +1.365474927014e+02,        -3.625569472520e+00,        +1.365497033082e+02,        -1.207646727891e+01,        -7.573472890190e+01,        -1.067489001608e+01,        -1.167303775771e+02,        -5.397687040827e+00,        -1.243795530728e+02,        -1.205983210086e+01,        -7.578359506663e+01,        -3.625980377501e+00,        +1.365474927014e+02,        -5.397687040827e+00,        -1.243795530728e+02,        -1.068627062214e+01,        -1.168407857667e+02
 1.95200000e+02,        -1.026558073610e+01,        -1.189889799691e+02,        -5.498196174566e+00,        -1.257670832767e+02,        -3.678661609722e+00,        +1.343972006230e+02,        -1.174948812667e+01,        -7.683154052671e+01,        -5.498196174566e+00,        -1.257670832767e+02,        -1.025142422524e+01,        -1.188949274081e+02,        -1.176553278288e+01,        -7.677952081378e+01,        -3.679087538815e+00,        +1.343950673996e+02,        -3.678661609722e+00,        +1.343972006230e+02,        -1.176553278288e+01,        -7.677952081378e+01,        -1.025412536475e+01,        -1.188020014757e+02,        -5.497987277805e+00,        -1.257089966901e+02,        -1.174948812667e+01,        -7.683154052671e+01,        -3.679087538815e+00,        +1.343950673996e+02,        -5.497987277805e+00,        -1.257089966901e+02,        -1.026492137631e+01,        -1.189120589589e+02
 1.96800000e+02,        -9.874085242907e+00,        -1.209932228606e+02,        -5.601180684792e+00,        -1.270479152522e+02,        -3.733939189802e+00,        +1.322601179998e+02,        -1.145934833450e+01,        -7.797517344151e+01,        -5.601180684792e+00,        -1.270479152522e+02,        -9.860635026084e+00,        -1.208985933609e+02,        -1.147484470087e+01,        -7.792040315987e+01,        -3.734379436370e+00,        +1.322580644370e+02,        -3.733939189802e+00,        +1.322601179998e+02,        -1.147484470087e+01,        -7.792040315987e+01,        -9.863373157540e+00,        -1.208117014682e+02,        -5.600885093415e+00,        -1.269892829890e+02,        -1.145934833450e+01,        -7.797517344151e+01,        -3.734379436370e+00,        +1.322580644370e+02,        -5.600885093415e+00,        -1.269892829890e+02,        -9.873648446699e+00,        -1.209214824672e+02
 1.98400000e+02,        -9.510038194681e+00,        -1.229424984290e+02,        -5.706160056870e+00,        -1.282790607001e+02,        -3.791283486049e+00,        +1.301392058222e+02,        -1.118845989954e+01,        -7.919704291791e+01,        -5.706160056870e+00,        -1.282790607001e+02,        -9.497222603054e+00,        -1.228472922610e+02,        -1.120344797967e+01,        -7.913985184721e+01,        -3.791737350802e+00,        +1.301372337813e+02,        -3.791283486049e+00,        +1.301392058222e+02,        -1.120344797967e+01,        -7.913985184721e+01,        -9.499990185653e+00,        -1.227658386887e+02,        -5.705771896997e+00,        -1.282198799563e+02,        -1.118845989954e+01,        -7.919704291791e+01,        -3.791737350802e+00,        +1.301372337813e+02,        -5.705771896997e+00,        -1.282198799563e+02,        -9.509799160160e+00,        -1.228754136126e+02
 2.00000000e+02,        -9.171130180009e+00,        -1.248417292754e+02,        -5.812528716751e+00,        -1.294603377033e+02,        -3.850565051506e+00,        +1.280351637028e+02,        -1.093580259289e+01,        -8.048231248569e+01,        -5.812528716751e+00,        -1.294603377033e+02,        -9.158887187562e+00,        -1.247459401838e+02,        -1.095031972863e+01,        -8.042297113283e+01,        -3.851031847627e+00,        +1.280332746550e+02,        -3.850565051506e+00,        +1.280351637028e+02,        -1.095031972863e+01,        -8.042297113283e+01,        -9.161679068792e+00,        -1.246694115054e+02,        -5.812041853976e+00,        -1.294006101127e+02,        -1.093580259289e+01,        -8.048231248569e+01,        -3.851031847627e+00,        +1.280332746550e+02,        -5.812041853976e+00,        -1.294006101127e+02,        -9.171068473136e+00,        -1.247788460824e+02
 2.01600000e+02,        -8.855337917865e+00,        -1.266948091483e+02,        -5.919689025273e+00,        -1.305919125603e+02,        -3.911644736552e+00,        +1.259486303815e+02,        -1.070032822990e+01,        -8.181837041362e+01,        -5.919689025273e+00,        -1.305919125603e+02,        -8.843613446760e+00,        -1.265984270961e+02,        -1.071440893676e+01,        -8.175710125100e+01,        -3.912123794095e+00,        +1.259468254364e+02,        -3.911644736552e+00,        +1.259486303815e+02,        -1.071440893676e+01,        -8.175710125100e+01,        -8.846426166869e+00,        -1.265263777583e+02,        -5.919097143809e+00,        -1.305316444193e+02,        -1.070032822990e+01,        -8.181837041362e+01,        -3.912123794095e+00,        +1.259468254364e+02,        -5.919097143809e+00,        -1.305316444193e+02,        -8.855436475010e+00,        -1.266357326927e+02
 2.03200000e+02,        -8.560874785197e+00,        -1.285048428284e+02,        -6.027056406564e+00,        -1.316742897439e+02,        -3.974374930530e+00,        +1.238801752187e+02,        -1.048098765043e+01,        -8.319449875972e+01,        -6.027056406564e+00,        -1.316742897439e+02,        -8.549621371664e+00,        -1.284078558382e+02,        -1.049466361871e+01,        -8.313148526617e+01,        -3.974865600123e+00,        +1.238784551528e+02,        -3.974374930530e+00,        +1.238801752187e+02,        -1.049466361871e+01,        -8.313148526617e+01,        -8.552452675232e+00,        -1.283398967609e+02,        -6.026353093176e+00,        -1.316134921715e+02,        -1.048098765043e+01,        -8.319449875972e+01,        -3.974865600124e+00,        +1.238784551528e+02,        -6.026353093176e+00,        -1.316134921715e+02,        -8.561119180086e+00,        -1.284492277020e+02
 2.04800000e+02,        -8.286151641564e+00,        -1.302743283345e+02,        -6.134064264314e+00,        -1.327082979542e+02,        -4.038600965937e+00,        +1.218302914342e+02,        -1.027674897807e+01,        -8.460159403932e+01,        -6.134064264314e+00,        -1.327082979542e+02,        -8.275327374509e+00,        -1.301767237174e+02,        -1.029004917217e+01,        -8.453698796754e+01,        -4.039102621822e+00,        +1.218286567208e+02,        -4.038600965937e+00,        +1.218302914342e+02,        -1.029004917217e+01,        -8.453698796754e+01,        -8.278175864849e+00,        -1.301125131893e+02,        -6.133243095751e+00,        -1.326469869826e+02,        -1.027674897807e+01,        -8.460159403932e+01,        -4.039102621822e+00,        +1.218286567208e+02,        -6.133243095751e+00,        -1.326469869826e+02,        -8.286529539806e+00,        -1.302218708806e+02
 2.06400000e+02,        -8.029745617852e+00,        -1.320052966153e+02,        -6.240168600453e+00,        -1.336950724695e+02,        -4.104162625098e+00,        +1.197993911531e+02,        -1.008660978129e+01,        -8.603193199775e+01,        -6.240168600453e+00,        -1.336950724695e+02,        -8.019313285961e+00,        -1.319070617806e+02,        -1.009956059372e+01,        -8.596585922059e+01,        -4.104674667557e+00,        +1.197978419913e+02,        -4.104162625098e+00,        +1.197993911531e+02,        -1.009956059372e+01,        -8.596585922059e+01,        -8.022178179181e+00,        -1.318462981181e+02,        -6.239223232897e+00,        -1.336332690610e+02,        -1.008660978129e+01,        -8.603193199775e+01,        -4.104674667557e+00,        +1.197978419913e+02,        -6.239223232897e+00,        -1.336332690610e+02,        -8.030246366267e+00,        -1.319557286464e+02
 2.08000000e+02,        -7.790375100640e+00,        -1.336994193811e+02,        -6.344852256738e+00,        -1.346360340962e+02,        -4.170895693425e+00,        +1.177878022362e+02,        -9.909604967753e+00,        -8.747896945732e+01,        -6.344852256738e+00,        -1.346360340962e+02,        -7.780301500522e+00,        -1.336005423570e+02,        -9.922230399876e+00,        -8.741153467912e+01,        -4.171417550650e+00,        +1.177863385795e+02,        -4.170895693425e+00,        +1.177878022362e+02,        -9.922230399876e+00,        -8.741153467912e+01,        -7.783182449786e+00,        -1.335429579333e+02,        -6.343776515636e+00,        -1.345737640828e+02,        -9.909604967753e+00,        -8.747896945732e+01,        -4.171417550650e+00,        +1.177863385795e+02,        -6.343776515636e+00,        -1.345737640828e+02,        -7.790989414584e+00,        -1.336525030282e+02
 2.09600000e+02,        -7.566879560583e+00,        -1.353580927135e+02,        -6.447628708425e+00,        -1.355328651051e+02,        -4.238633509442e+00,        +1.157957668089e+02,        -9.744811688501e+00,        -8.893717704713e+01,        -6.447628708425e+00,        -1.355328651051e+02,        -7.557134930496e+00,        -1.352585624695e+02,        -9.757133540676e+00,        -8.886846760976e+01,        -4.239164638900e+00,        +1.157943883934e+02,        -4.238633509443e+00,        +1.157957668089e+02,        -9.757133540676e+00,        -8.886846760976e+01,        -7.560031900162e+00,        -1.352039188155e+02,        -6.446416676938e+00,        -1.354701590505e+02,        -9.744811688501e+00,        -8.893717704713e+01,        -4.239164638900e+00,        +1.157943883934e+02,        -6.446416676938e+00,        -1.354701590505e+02,        -7.567599283283e+00,        -1.353136161678e+02
 2.11200000e+02,        -7.358203184197e+00,        -1.369825020285e+02,        -6.548045350098e+00,        -1.363874826160e+02,        -4.307208469134e+00,        +1.138234413507e+02,        -9.591352143180e+00,        -9.040189754915e+01,        -6.548045350098e+00,        -1.363874826160e+02,        -7.348760736614e+00,        -1.368823086596e+02,        -9.603390203510e+00,        -9.033198651556e+01,        -4.307748358485e+00,        +1.138221477207e+02,        -4.307208469134e+00,        +1.138234413507e+02,        -9.603390203510e+00,        -9.033198651556e+01,        -7.351673912035e+00,        -1.368303924138e+02,        -6.546691454385e+00,        -1.363243756003e+02,        -9.591352143180e+00,        -9.040189754915e+01,        -4.307748358485e+00,        +1.138221477207e+02,        -6.546691454385e+00,        -1.363243756003e+02,        -7.359021099498e+00,        -1.369402759949e+02
 2.12800000e+02,        -7.163381502853e+00,        -1.385736725365e+02,        -6.645686226575e+00,        -1.372020099520e+02,        -4.376453450134e+00,        +1.118708981709e+02,        -9.448394909205e+00,        -9.186922547407e+01,        -6.645686226575e+00,        -1.372020099520e+02,        -7.154217035513e+00,        -1.384728073547e+02,        -9.460167134691e+00,        -9.179817413424e+01,        -4.377001617770e+00,        +1.118696887041e+02,        -4.376453450134e+00,        +1.118708981709e+02,        -9.460167134691e+00,        -9.179817413424e+01,        -7.157146758488e+00,        -1.384234268894e+02,        -6.644185316123e+00,        -1.371385412837e+02,        -9.448394909205e+00,        -9.186922547407e+01,        -4.377001617770e+00,        +1.118696887041e+02,        -6.644185316123e+00,        -1.371385412837e+02,        -7.164291187961e+00,        -1.385335272604e+02
 2.14400000e+02,        -6.981530391300e+00,        -1.401325083381e+02,        -6.740174175878e+00,        -1.379787465272e+02,        -4.446203129299e+00,        +1.099381280770e+02,        -9.315155231962e+00,        -9.333590425860e+01,        -6.740174175878e+00,        -1.379787465272e+02,        -6.972621961104e+00,        -1.400309638994e+02,        -9.326677918628e+00,        -9.326376417279e+01,        -4.446759124552e+00,        +1.099370020073e+02,        -4.446203129299e+00,        +1.099381280770e+02,        -9.326677918628e+00,        -9.326376417279e+01,        -6.975568683851e+00,        -1.399839464912e+02,        -6.738521597186e+00,        -1.379149593865e+02,        -9.315155231962e+00,        -9.333590425860e+01,        -4.446759124552e+00,        +1.099370020073e+02,        -6.738521597186e+00,        -1.379149593865e+02,        -6.982526099729e+00,        -1.400942910948e+02
 2.16000000e+02,        -6.811836945069e+00,        -1.416598225605e+02,        -6.831172366221e+00,        -1.387201368534e+02,        -4.516295174899e+00,        +1.080250440308e+02,        -9.190894584201e+00,        -9.479923813815e+01,        -6.831172366221e+00,        -1.387201368534e+02,        -6.803164592724e+00,        -1.415575926502e+02,        -9.202182524552e+00,        -9.472605280829e+01,        -4.516858577975e+00,        +1.080240004696e+02,        -4.516295174899e+00,        +1.080250440308e+02,        -9.202182524552e+00,        -9.472605280829e+01,        -6.806128845255e+00,        -1.415127820915e+02,        -6.829364028316e+00,        -1.386560778748e+02,        -9.190894584201e+00,        -9.479923813815e+01,        -4.516858577975e+00,        +1.080240004696e+02,        -6.829364028316e+00,        -1.386560778748e+02,        -6.812913512588e+00,        -1.416233955247e+02
 2.17600000e+02,        -6.653551852157e+00,        -1.431563604107e+02,        -6.918385224158e+00,        -1.394287392578e+02,        -4.586571301638e+00,        +1.061314855887e+02,        -9.074919713226e+00,        -9.625701629682e+01,        -6.918385224158e+00,        -1.394287392578e+02,        -6.645097368100e+00,        -1.430534400017e+02,        -9.085986340577e+00,        -9.618282253806e+01,        -4.587141723330e+00,        +1.061305235439e+02,        -4.586571301638e+00,        +1.061314855887e+02,        -9.085986340577e+00,        -9.618282253806e+01,        -6.648079735316e+00,        -1.430106945718e+02,        -6.916417654615e+00,        -1.393644580619e+02,        -9.074919713225e+00,        -9.625701629682e+01,        -4.587141723330e+00,        +1.061305235439e+02,        -6.916417654615e+00,        -1.393644580619e+02,        -6.654704620381e+00,        -1.431215988367e+02
 2.19200000e+02,        -6.505982956872e+00,        -1.446228166211e+02,        -7.001558765853e+00,        -1.401071948898e+02,        -4.656878182886e+00,        +1.042572239323e+02,        -8.966581332305e+00,        -9.770744734365e+01,        -7.001558765853e+00,        -1.401071948898e+02,        -6.497729681054e+00,        -1.445192018161e+02,        -8.977438852184e+00,        -9.763227641354e+01,        -4.657455264116e+00,        +1.042563423254e+02,        -4.656878182886e+00,        +1.042572239323e+02,        -8.977438852184e+00,        -9.763227641354e+01,        -6.500730786887e+00,        -1.444783925485e+02,        -6.999429156302e+00,        -1.400427435737e+02,        -8.966581332305e+00,        -9.770744734365e+01,        -4.657455264116e+00,        +1.042563423254e+02,        -6.999429156302e+00,        -1.400427435737e+02,        -6.507207710533e+00,        -1.445896072822e+02
 2.20800000e+02,        -6.368489778284e+00,        -1.460598484595e+02,        -7.080480357470e+00,        -1.407581975620e+02,        -4.727068219662e+00,        +1.024019673076e+02,        -8.865272569250e+00,        -9.914910252455e+01,        -7.080480357470e+00,        -1.407581975620e+02,        -6.360422427896e+00,        -1.459555364245e+02,        -8.875932078462e+00,        -9.907298105535e+01,        -4.727651630894e+00,        +1.024011649888e+02,        -4.727068219662e+00,        +1.024019673076e+02,        -8.875932078462e+00,        -9.907298105535e+01,        -6.363442924556e+00,        -1.459165456184e+02,        -7.078186597850e+00,        -1.406936301607e+02,        -8.865272569250e+00,        -9.914910252455e+01,        -4.727651630894e+00,        +1.024011649888e+02,        -7.078186597850e+00,        -1.406936301608e+02,        -6.369782693150e+00,        -1.460280883022e+02
 2.22400000e+02,        -6.240478796259e+00,        -1.474680852419e+02,        -7.154977943225e+00,        -1.413844649242e+02,        -4.797000170086e+00,        +1.005653667133e+02,        -8.770427254604e+00,        -1.005808663681e+02,        -7.154977943225e+00,        -1.413844649242e+02,        -6.232583316721e+00,        -1.473630741363e+02,        -8.780898848794e+00,        -1.005038171387e+02,        -4.797589610648e+00,        +1.005646424747e+02,        -4.797000170086e+00,        +1.005653667133e+02,        -8.780898848794e+00,        -1.005038171387e+02,        -6.235623877618e+00,        -1.473257940718e+02,        -7.152518644417e+00,        -1.413198368555e+02,        -8.770427254604e+00,        -1.005808663681e+02,        -4.797589610648e+00,        +1.005646424747e+02,        -7.152518644417e+00,        -1.413198368555e+02,        -6.241836395449e+00,        -1.474376802208e+02
 2.24000000e+02,        -6.121399357871e+00,        -1.488481350999e+02,        -7.224918790480e+00,        -1.419887114091e+02,        -4.866539646248e+00,        +9.874702169425e+01,        -8.681518110361e+00,        -1.020018936937e+02,        -7.224918790480e+00,        -1.419887114091e+02,        -6.113662793273e+00,        -1.487424240068e+02,        -8.691810980973e+00,        -1.019239362707e+02,        -4.867134843604e+00,        +9.874637428092e+01,        -4.866539646248e+00,        +9.874702169425e+01,        -8.691810980973e+00,        -1.019239362707e+02,        -6.116724108584e+00,        -1.487067558306e+02,        -7.222293295262e+00,        -1.419240789132e+02,        -8.681518110361e+00,        -1.020018936937e+02,        -4.867134843604e+00,        +9.874637428092e+01,        -7.222293295262e+00,        -1.419240789132e+02,        -6.122818474820e+00,        -1.488189991652e+02
 2.25600000e+02,        -6.010740088208e+00,        -1.502005896094e+02,        -7.290207809830e+00,        -1.425736233150e+02,        -4.935559487780e+00,        +9.694648612329e+01,        -8.598054884668e+00,        -1.034115720952e+02,        -7.290207809830e+00,        -1.425736233150e+02,        -6.003150468158e+00,        -1.500941784686e+02,        -8.608177406243e+00,        -1.033327233662e+02,        -4.936160196775e+00,        +9.694591424239e+01,        -4.935559487780e+00,        +9.694648612329e+01,        -8.608177406242e+00,        -1.033327233662e+02,        -6.006233242270e+00,        -1.500600312227e+02,        -7.287416192464e+00,        -1.425090429012e+02,        -8.598054884668e+00,        -1.034115720952e+02,        -4.936160196775e+00,        +9.694591424239e+01,        -7.287416192464e+00,        -1.425090429012e+02,        -6.012217834961e+00,        -1.501726438231e+02
 2.27200000e+02,        -5.908025714181e+00,        -1.515260267678e+02,        -7.350785514417e+00,        -1.431418363132e+02,        -5.003940022941e+00,        +9.516327387010e+01,        -8.519582466822e+00,        -1.048094891599e+02,        -7.350785514417e+00,        -1.431418363132e+02,        -5.900571954552e+00,        -1.514189163137e+02,        -8.529542275531e+00,        -1.047297637782e+02,        -5.004546025061e+00,        +9.516277619829e+01,        -5.003940022941e+00,        +9.516327387010e+01,        -8.529542275531e+00,        -1.047297637782e+02,        -5.903676904832e+00,        -1.513862060850e+02,        -7.347828569450e+00,        -1.430773642262e+02,        -8.519582466822e+00,        -1.048094891599e+02,        -5.004546025061e+00,        +9.516277619829e+01,        -7.347828569450e+00,        -1.430773642262e+02,        -5.909559453992e+00,        -1.514991985308e+02
 2.28800000e+02,        -5.812814229264e+00,        -1.528250127129e+02,        -7.406625686421e+00,        -1.436959155885e+02,        -5.071569228962e+00,        +9.339686428070e+01,        -8.445679008619e+00,        -1.061954037990e+02,        -7.406625686421e+00,        -1.436959155885e+02,        -5.805486044802e+00,        -1.527172044170e+02,        -8.455483072914e+00,        -1.061148145560e+02,        -5.072180331610e+00,        +9.339643946965e+01,        -5.071569228962e+00,        +9.339686428070e+01,        -8.455483072913e+00,        -1.061148145560e+02,        -5.808613901276e+00,        -1.526858535901e+02,        -7.403504907574e+00,        -1.436316073011e+02,        -8.445679008619e+00,        -1.061954037990e+02,        -5.072180331610e+00,        +9.339643946965e+01,        -7.403504907574e+00,        -1.436316073011e+02,        -5.814401552700e+00,        -1.527992350852e+02
 2.30400000e+02,        -5.724694342223e+00,        -1.540981024960e+02,        -7.457732820003e+00,        -1.442383387342e+02,        -5.138342803674e+00,        +9.164670740644e+01,        -8.375954071949e+00,        -1.075692211647e+02,        -7.457732820003e+00,        -1.442383387342e+02,        -5.717482169319e+00,        -1.539895985162e+02,        -8.385608756112e+00,        -1.074877793008e+02,        -5.138958839510e+00,        +9.164635408661e+01,        -5.138342803674e+00,        +9.164670740644e+01,        -8.385608756112e+00,        -1.074877793008e+02,        -5.720633674962e+00,        -1.539595351134e+02,        -7.454450370232e+00,        -1.441742484777e+02,        -8.375954071949e+00,        -1.075692211647e+02,        -5.138958839510e+00,        +9.164635408661e+01,        -7.454450370232e+00,        -1.441742484777e+02,        -5.726333046148e+00,        -1.540733135989e+02
 2.32000000e+02,        -5.643283164726e+00,        -1.553458401620e+02,        -7.504139408975e+00,        -1.447714814492e+02,        -5.204164160384e+00,        +8.991222893944e+01,        -8.310046817801e+00,        -1.089309707013e+02,        -7.504139408975e+00,        -1.447714814492e+02,        -5.636178092956e+00,        -1.552366432973e+02,        -8.319557939135e+00,        -1.088486861674e+02,        -5.204784986723e+00,        +8.991194572220e+01,        -5.204164160384e+00,        +8.991222893944e+01,        -8.319557939135e+00,        -1.088486861674e+02,        -5.639354004382e+00,        -1.552078003937e+02,        -7.500698082942e+00,        -1.447076617874e+02,        -8.310046817801e+00,        -1.089309707013e+02,        -5.204784986723e+00,        +8.991194572220e+01,        -7.500698082942e+00,        -1.447076617874e+02,        -5.644971233690e+00,        -1.553219826494e+02
 2.33600000e+02,        -5.568224102034e+00,        -1.565687583327e+02,        -7.545903144412e+00,        -1.452976060108e+02,        -5.268944357505e+00,        +8.819283482531e+01,        -8.247624248123e+00,        -1.102807869444e+02,        -7.545903144412e+00,        -1.452976060108e+02,        -5.561217813291e+00,        -1.564588719851e+02,        -8.256997128441e+00,        -1.101976686207e+02,        -5.269569855799e+00,        +8.819262030345e+01,        -5.268944357505e+00,        +8.819283482531e+01,        -8.256997128441e+00,        -1.101976686207e+02,        -5.564418901677e+00,        -1.564311871878e+02,        -7.542306324713e+00,        -1.452341074610e+02,        -8.247624248123e+00,        -1.102807869444e+02,        -5.269569855799e+00,        +8.819262030345e+01,        -7.542306324713e+00,        -1.452341074610e+02,        -5.569959691657e+00,        -1.565457789232e+02
 2.35200000e+02,        -5.499184918106e+00,        -1.577673774526e+02,        -7.583104082649e+00,        -1.458188524304e+02,        -5.332601973776e+00,        +8.648791553647e+01,        -8.188379509081e+00,        -1.116188927329e+02,        -7.583104082649e+00,        -1.458188524304e+02,        -5.492269632359e+00,        -1.576568055945e+02,        -8.197619021106e+00,        -1.115349486132e+02,        -5.333232049191e+00,        +8.648776828318e+01,        -5.332601973776e+00,        +8.648791553647e+01,        -8.197619021106e+00,        -1.115349486132e+02,        -5.495496684477e+00,        -1.576302205773e+02,        -7.579355691189e+00,        -1.457557231374e+02,        -8.188379509081e+00,        -1.116188927329e+02,        -5.333232049191e+00,        +8.648776828318e+01,        -7.579355691189e+00,        -1.457557231374e+02,        -5.500966340171e+00,        -1.577452265138e+02
 2.36800000e+02,        -5.435855952137e+00,        -1.589422048165e+02,        -7.615841837998e+00,        -1.463372321504e+02,        -5.395062939079e+00,        +8.479684999952e+01,        -8.132030261872e+00,        -1.129455845415e+02,        -7.615841837998e+00,        -1.463372321504e+02,        -5.429024378971e+00,        -1.588309519648e+02,        -8.141140871076e+00,        -1.128608218883e+02,        -5.395697520174e+00,        +8.479676856586e+01,        -5.395062939079e+00,        +8.479684999952e+01,        -8.141140871076e+00,        -1.128608218883e+02,        -5.432278198263e+00,        -1.588054120504e+02,        -7.611946283895e+00,        -1.462745176128e+02,        -8.132030261872e+00,        -1.129455845415e+02,        -5.395697520174e+00,        +8.479676856586e+01,        -7.611946283895e+00,        -1.462745176128e+02,        -5.437681661125e+00,        -1.589208359954e+02
 2.38400000e+02,        -5.377948467838e+00,        -1.600937334745e+02,        -7.644232847451e+00,        -1.468546240918e+02,        -5.456260329915e+00,        +8.311900917840e+01,        -8.078317125323e+00,        -1.142612196799e+02,        -7.644232847451e+00,        -1.468546240918e+02,        -5.371193763090e+00,        -1.599818046705e+02,        -8.087302927690e+00,        -1.141756451547e+02,        -5.456899368426e+00,        +8.311899208934e+01,        -5.456260329915e+00,        +8.311900917840e+01,        -8.087302927690e+00,        -1.141756451547e+02,        -5.374475170704e+00,        -1.599572584538e+02,        -7.640194972809e+00,        -1.467923669415e+02,        -8.078317125323e+00,        -1.142612196799e+02,        -5.456899368426e+00,        +8.311899208934e+01,        -7.640194972809e+00,        -1.467923669415e+02,        -5.379817048714e+00,        -1.600731033676e+02
 2.40000000e+02,        -5.325193120169e+00,        -1.612224410861e+02,        -7.668407747048e+00,        -1.473727728349e+02,        -5.516134137637e+00,        +8.145375932170e+01,        -8.027002192918e+00,        -1.155662051344e+02,        -7.668407747048e+00,        -1.473727728349e+02,        -5.318508847070e+00,        -1.611098418810e+02,        -8.035866949064e+00,        -1.154798249071e+02,        -5.516777608384e+00,        +8.145380507077e+01,        -5.516134137637e+00,        +8.145375932170e+01,        -8.035866949064e+00,        -1.154798249071e+02,        -5.321818682817e+00,        -1.610862408882e+02,        -7.664232771821e+00,        -1.473110126687e+02,        -8.027002192918e+00,        -1.155662051344e+02,        -5.516777608384e+00,        +8.145380507077e+01,        -7.664232771821e+00,        -1.473110126687e+02,        -5.327103277255e+00,        -1.612025089445e+02
