        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.),             |S[4][3]| (dB),        arg(S[4][3]) (deg.),             |S[1][4]| (dB),        arg(S[1][4]) (deg.),             |S[2][4]| (dB),        arg(S[2][4]) (deg.),             |S[3][4]| (dB),        arg(S[3][4]) (deg.),             |S[4][4]| (dB),        arg(S[4][4]) (deg.)
 1.15200000e+02,        -6.520764691608e+00,        +1.321829369590e+02,        -7.375897796979e+00,        -6.007360126827e+01,        -4.513484183527e+00,        -1.163511866248e+02,        -8.720274820894e+00,        -9.008121713433e+01,        -7.375897796979e+00,        -6.007360126827e+01,        -6.523604769188e+00,        +1.322148328363e+02,        -8.716035046832e+00,        -9.006993218270e+01,        -4.513308672715e+00,        -1.163516425607e+02,        -4.513484183528e+00,        -1.163511866248e+02,        -8.716035046832e+00,        -9.006993218270e+01,        -6.520064990807e+00,        +1.321674996732e+02,        -7.380290728462e+00,        -6.004669410426e+01,        -8.720274820894e+00,        -9.008121713433e+01,        -4.513308672715e+00,        -1.163516425607e+02,        -7.380290728463e+00,        -6.004669410426e+01,        -6.517852559790e+00,        +1.321361703808e+02
 1.16800000e+02,        -6.662589263039e+00,        +1.306836371332e+02,        -7.316451393738e+00,        -6.057283532544e+01,        -4.444472301042e+00,        -1.182119521672e+02,        -8.813224868386e+00,        -9.149259158912e+01,        -7.316451393738e+00,        -6.057283532544e+01,        -6.665592883863e+00,        +1.307152806009e+02,        -8.808850517797e+00,        -9.148215040096e+01,        -4.444294630935e+00,        -1.182124646184e+02,        -4.444472301042e+00,        -1.182119521672e+02,        -8.808850517797e+00,        -9.148215040096e+01,        -6.661901641270e+00,        +1.306660147874e+02,        -7.320821684457e+00,        -6.054446547262e+01,        -8.813224868386e+00,        -9.149259158912e+01,        -4.444294630935e+00,        -1.182124646184e+02,        -7.320821684457e+00,        -6.054446547262e+01,        -6.659577248409e+00,        +1.306348532181e+02
 1.18400000e+02,        -6.815344719725e+00,        +1.291499481432e+02,        -7.251207186254e+00,        -6.108947290982e+01,        -4.375197867205e+00,        -1.200940735297e+02,        -8.912373889365e+00,        -9.291677547394e+01,        -7.251207186254e+00,        -6.108947290982e+01,        -6.818524593387e+00,        +1.291812722161e+02,        -8.907861224432e+00,        -9.290726027352e+01,        -4.375018369170e+00,        -1.200946450462e+02,        -4.375197867205e+00,        -1.200940735297e+02,        -8.907861224432e+00,        -9.290726027352e+01,        -6.814671648291e+00,        +1.291299594560e+02,        -7.255542608633e+00,        -6.105964401553e+01,        -8.912373889365e+00,        -9.291677547394e+01,        -4.375018369170e+00,        -1.200946450462e+02,        -7.255542608633e+00,        -6.105964401553e+01,        -6.812227274413e+00,        +1.290990276500e+02
 1.20000000e+02,        -6.979784845649e+00,        +1.275808949953e+02,        -7.180213898231e+00,        -6.162700819080e+01,        -4.305836490312e+00,        -1.219980416209e+02,        -9.018323752743e+00,        -9.435287302432e+01,        -7.180213898231e+00,        -6.162700819080e+01,        -6.983154970897e+00,        +1.276118261712e+02,        -9.013668914652e+00,        -9.434437350665e+01,        -4.305655521411e+00,        -1.219986747491e+02,        -4.305836490312e+00,        -1.219980416209e+02,        -9.013668914652e+00,        -9.434437350665e+01,        -6.979128979746e+00,        +1.275583411659e+02,        -7.184502215629e+00,        -6.159573163119e+01,        -9.018323752743e+00,        -9.435287302432e+01,        -4.305655521411e+00,        -1.219986747491e+02,        -7.184502215629e+00,        -6.159573163119e+01,        -6.976555803980e+00,        +1.275277074162e+02
 1.21600000e+02,        -7.156730193049e+00,        +1.259754555483e+02,        -7.103573561247e+00,        -6.218902425899e+01,        -4.236574111842e+00,        -1.239242769811e+02,        -9.131722087971e+00,        -9.579966189059e+01,        -7.103573561247e+00,        -6.218902425899e+01,        -7.160306022000e+00,        +1.260059128912e+02,        -9.126921111438e+00,        -9.579227622380e+01,        -4.236392056998e+00,        -1.239249742579e+02,        -4.236574111842e+00,        -1.239242769811e+02,        -9.126921111438e+00,        -9.579227622380e+01,        -7.156094366028e+00,        +1.259501179352e+02,        -7.107802675654e+00,        -6.215631923443e+01,        -9.131722087971e+00,        -9.579966189059e+01,        -4.236392056998e+00,        -1.239249742579e+02,        -7.107802675654e+00,        -6.215631923443e+01,        -7.153382669616e+00,        +1.259198576778e+02
 1.23200000e+02,        -7.347075322849e+00,        +1.243325479229e+02,        -7.021445124283e+00,        -6.277915335436e+01,        -4.167606446012e+00,        -1.258731202133e+02,        -9.253264123786e+00,        -9.725553896586e+01,        -7.021445124284e+00,        -6.277915335436e+01,        -7.350873950799e+00,        +1.243624419688e+02,        -9.248312961323e+00,        -9.724937495692e+01,        -4.167423720302e+00,        -1.258738841572e+02,        -4.167606446012e+00,        -1.258731202133e+02,        -9.248312961324e+00,        -9.724937495692e+01,        -7.346462531863e+00,        +1.243041853141e+02,        -7.025603228262e+00,        -6.274504683636e+01,        -9.253264123787e+00,        -9.725553896586e+01,        -4.167423720302e+00,        -1.258738841572e+02,        -7.025603228262e+00,        -6.274504683636e+01,        -7.343601586946e+00,        +1.242743821900e+02
 1.24800000e+02,        -7.551797230758e+00,        +1.226510127790e+02,        -6.934047284509e+00,        -6.340103219906e+01,        -4.099138205189e+00,        -1.278448222734e+02,        -9.383694281511e+00,        -9.871845824539e+01,        -6.934047284509e+00,        -6.340103219906e+01,        -7.555837616571e+00,        +1.226802442178e+02,        -9.378588840852e+00,        -9.871363469812e+01,        -4.098955256150e+00,        -1.278456553715e+02,        -4.099138205189e+00,        -1.278448222734e+02,        -9.378588840852e+00,        -9.871363469812e+01,        -7.551210610114e+00,        +1.226193581617e+02,        -6.938123013371e+00,        -6.336555872169e+01,        -9.383694281511e+00,        -9.871845824539e+01,        -4.098955256150e+00,        -1.278456553715e+02,        -6.938123013371e+00,        -6.336555872169e+01,        -7.548188550814e+00,        +1.225901052923e+02
 1.26400000e+02,        -7.771965253456e+00,        +1.209295888312e+02,        -6.841660387044e+00,        -6.405825320495e+01,        -4.031382091064e+00,        -1.298395348253e+02,        -9.523807420482e+00,        -1.001858594451e+02,        -6.841660387044e+00,        -6.405825320495e+01,        -7.776268476739e+00,        +1.209580469080e+02,        -9.518543619775e+00,        -1.001825077447e+02,        -4.031199400926e+00,        -1.298404395170e+02,        -4.031382091064e+00,        -1.298395348253e+02,        -9.518543619775e+00,        -1.001825077447e+02,        -7.771408030600e+00,        +1.208943455457e+02,        -6.845642966949e+00,        -6.402145449927e+01,        -9.523807420482e+00,        -1.001858594451e+02,        -4.031199400926e+00,        -1.298404395170e+02,        -6.845642966949e+00,        -6.402145449927e+01,        -7.768211703195e+00,        +1.208657470724e+02
 1.28000000e+02,        -8.008752836391e+00,        +1.191668794869e+02,        -6.744627262077e+00,        -6.475431254445e+01,        -3.964557535289e+00,        -1.318573009084e+02,        -9.674449601548e+00,        -1.016545858412e+02,        -6.744627262077e+00,        -6.475431254445e+01,        -8.013342399153e+00,        +1.191944400436e+02,        -9.669023448507e+00,        -1.016528518061e+02,        -3.964375623068e+00,        -1.318582795662e+02,        -3.964557535289e+00,        -1.318573009084e+02,        -9.669023448507e+00,        -1.016528518061e+02,        -8.008228263464e+00,        +1.191277166150e+02,        -6.748506649695e+00,        -6.471623702052e+01,        -9.674449601548e+00,        -1.016545858412e+02,        -3.964375623068e+00,        -1.318582795662e+02,        -6.748506649695e+00,        -6.471623702052e+01,        -8.004843051753e+00,        +1.190998895718e+02
 1.29600000e+02,        -8.263451658932e+00,        +1.173613078328e+02,        -6.643352896131e+00,        -6.549255626346e+01,        -3.898889178917e+00,        -1.338980462104e+02,        -9.836518190487e+00,        -1.031207894580e+02,        -6.643352896131e+00,        -6.549255626346e+01,        -8.268353841365e+00,        +1.173878308899e+02,        -9.830925893842e+00,        -1.031208355061e+02,        -3.898708602295e+00,        -1.338991011172e+02,        -3.898889178917e+00,        -1.338980462104e+02,        -9.830925893843e+00,        -1.031208355061e+02,        -8.262962910001e+00,        +1.173178546290e+02,        -6.647119905673e+00,        -6.545325835072e+01,        -9.836518190487e+00,        -1.031207894580e+02,        -3.898708602295e+00,        -1.338991011172e+02,        -6.647119905673e+00,        -6.545325835072e+01,        -8.259372531125e+00,        +1.172909312378e+02
 1.31200000e+02,        -8.537488762919e+00,        +1.155110563162e+02,        -6.538302869339e+00,        -6.627612576276e+01,        -3.834605087483e+00,        -1.359615712740e+02,        -1.001096106099e+01,        -1.045798213131e+02,        -6.538302869339e+00,        -6.627612576276e+01,        -8.542733045430e+00,        +1.155363830587e+02,        -1.000519918545e+01,        -1.045818289972e+02,        -3.834426444413e+00,        -1.359627045977e+02,        -3.834605087483e+00,        -1.359615712740e+02,        -1.000519918545e+01,        -1.045818289972e+02,        -8.537038782941e+00,        +1.154628954310e+02,        -6.541949283158e+00,        -6.623566512533e+01,        -1.001096106099e+01,        -1.045798213131e+02,        -3.834426444414e+00,        -1.359627045977e+02,        -6.541949283158e+00,        -6.623566512533e+01,        -8.533225047875e+00,        +1.154370259373e+02
 1.32800000e+02,        -8.832447529432e+00,        +1.136139862431e+02,        -6.430000530627e+00,        -6.710790407032e+01,        -3.771934708108e+00,        -1.380475449991e+02,        -1.019877456796e+01,        -1.060261039056e+02,        -6.430000530627e+00,        -6.710790407032e+01,        -8.838067096225e+00,        +1.136379352281e+02,        -1.019284024786e+01,        -1.060302768812e+02,        -3.771758638071e+00,        -1.380487587636e+02,        -3.771934708108e+00,        -1.380475449991e+02,        -1.019284024786e+01,        -1.060302768812e+02,        -8.832038815051e+00,        +1.135606454089e+02,        -6.433519190199e+00,        -6.706634471872e+01,        -1.019877456796e+01,        -1.060261039056e+02,        -3.771758638071e+00,        -1.380487587636e+02,        -6.433519190199e+00,        -6.706634471872e+01,        -8.827981346758e+00,        +1.135360016192e+02
 1.34400000e+02,        -9.150093612717e+00,        +1.116675305078e+02,        -6.319022925687e+00,        -6.799046436292e+01,        -3.711106586503e+00,        -1.401554998208e+02,        -1.040099983412e+01,        -1.074529825016e+02,        -6.319022925687e+00,        -6.799046436292e+01,        -9.156125956387e+00,        +1.116898928428e+02,        -1.039489106624e+01,        -1.074595499956e+02,        -3.710933771328e+00,        -1.401567958750e+02,        -3.711106586503e+00,        -1.401554998208e+02,        -1.039489106624e+01,        -1.074595499956e+02,        -9.149727896227e+00,        +1.116084722508e+02,        -6.322407800557e+00,        -6.794787368762e+01,        -1.040099983412e+01,        -1.074529825016e+02,        -3.710933771328e+00,        -1.401567958750e+02,        -6.322407800557e+00,        -6.794787368762e+01,        -9.145403797055e+00,        +1.115852519851e+02
 1.36000000e+02,        -9.492407293732e+00,        +1.096685505196e+02,        -6.205995536335e+00,        -6.892602216877e+01,        -3.652345874935e+00,        -1.422848289497e+02,        -1.061871670856e+01,        -1.088525510139e+02,        -6.205995536335e+00,        -6.892602216877e+01,        -9.498894945651e+00,        +1.096890836670e+02,        -1.061243275191e+01,        -1.088617718682e+02,        -3.652177039110e+00,        -1.422862089330e+02,        -3.652345874935e+00,        -1.422848289497e+02,        -1.061243275191e+01,        -1.088617718682e+02,        -9.492085088397e+00,        +1.096031593123e+02,        -6.209241769472e+00,        -6.888246992342e+01,        -1.061871670856e+01,        -1.088525510139e+02,        -3.652177039110e+00,        -1.422862089330e+02,        -6.209241769472e+00,        -6.888246992342e+01,        -9.487468546704e+00,        +1.095815920683e+02
 1.37600000e+02,        -9.861624192350e+00,        +1.076131447288e+02,        -6.091585931908e+00,        -6.991639259371e+01,        -3.595871676694e+00,        -1.444347860441e+02,        -1.085303448883e+01,        -1.102154474122e+02,        -6.091585931908e+00,        -6.991639259371e+01,        -9.868615610439e+00,        +1.076315644514e+02,        -1.084657640910e+01,        -1.102276147755e+02,        -3.595707587070e+00,        -1.444362513505e+02,        -3.595871676694e+00,        -1.444347860441e+02,        -1.084657640910e+01,        -1.102276147755e+02,        -9.861344137200e+00,        +1.075407107893e+02,        -6.094689860856e+00,        -6.987194985695e+01,        -1.085303448883e+01,        -1.102154474122e+02,        -3.595707587070e+00,        -1.444362513505e+02,        -6.094689860856e+00,        -6.987194985695e+01,        -9.856405961641e+00,        +1.075210650277e+02
 1.39200000e+02,        -1.026028692480e+01,        +1.054963908450e+02,        -5.976496471778e+00,        -7.096295376655e+01,        -3.541894287645e+00,        -1.466044876452e+02,        -1.110507811256e+01,        -1.115306126937e+02,        -5.976496471778e+00,        -7.096295376655e+01,        -1.026783757895e+01,        +1.055123606046e+02,        -1.109844952248e+01,        -1.115460594224e+02,        -3.541735752447e+00,        -1.466060393842e+02,        -3.541894287645e+00,        -1.466044876452e+02,        -1.109844952248e+01,        -1.115460594224e+02,        -1.026004483596e+01,        +1.054160894971e+02,        -5.979455625903e+00,        -7.091769191081e+01,        -1.110507811256e+01,        -1.115306126937e+02,        -3.541735752447e+00,        -1.466060393842e+02,        -5.979455625904e+00,        -7.091769191081e+01,        -1.025475190468e+01,        +1.053986821255e+02
 1.40800000e+02,        -1.069131117983e+01,        +1.033119957919e+02,        -5.861456230785e+00,        -7.206661750126e+01,        -3.490612410169e+00,        -1.487929186384e+02,        -1.137596796820e+01,        -1.127850066162e+02,        -5.861456230785e+00,        -7.206661750126e+01,        -1.069948488584e+01,        +1.033251126038e+02,        -1.136917603323e+01,        -1.128041114133e+02,        -3.490460277215e+00,        -1.487945575959e+02,        -3.490612410169e+00,        -1.487929186384e+02,        -1.136917603323e+01,        -1.128041114133e+02,        -1.069109866631e+01,        +1.032228608790e+02,        -5.864269305755e+00,        -7.202060719519e+01,        -1.137596796820e+01,        -1.127850066162e+02,        -3.490460277215e+00,        -1.487945575959e+02,        -5.864269305755e+00,        -7.202060719519e+01,        -1.068541327835e+01,        +1.032080697591e+02
 1.42400000e+02,        -1.115807090941e+01,        +1.010518149560e+02,        -5.747212345082e+00,        -7.322780793607e+01,        -3.442210428000e+00,        -1.509989409117e+02,        -1.166679067584e+01,        -1.139632729374e+02,        -5.747212345082e+00,        -7.322780793607e+01,        -1.116694147465e+01,        +1.010615902372e+02,        -1.165984747911e+01,        -1.139864671919e+02,        -3.442065582053e+00,        -1.510006675088e+02,        -3.442210428000e+00,        -1.509989409117e+02,        -1.165984747911e+01,        -1.139864671919e+02,        -1.115787333208e+01,        +1.009527041952e+02,        -5.749879156437e+00,        -7.318111820412e+01,        -1.166679067584e+01,        -1.139632729374e+02,        -3.442065582053e+00,        -1.510006675088e+02,        -5.749879156437e+00,        -7.318111820412e+01,        -1.115175245144e+01,        +1.009409848724e+02
 1.44000000e+02,        -1.166450902089e+01,        +9.870518250624e+01,        -5.634520993267e+00,        -7.444644864183e+01,        -3.396855840953e+00,        -1.532213052554e+02,        -1.197855705321e+01,        -1.150473473460e+02,        -5.634520993267e+00,        -7.444644864183e+01,        -1.167416227759e+01,        +9.871101572211e+01,        -1.197148144582e+01,        -1.150751225057e+02,        -3.396719200121e+00,        -1.532231195081e+02,        -3.396855840953e+00,        -1.532213052554e+02,        -1.197148144582e+01,        -1.150751225057e+02,        -1.166430244272e+01,        +9.859473178085e+01,        -5.637042411537e+00,        -7.439914600092e+01,        -1.197855705321e+01,        -1.150473473460e+02,        -3.396719200121e+00,        -1.532231195081e+02,        -5.637042411537e+00,        -7.439914600092e+01,        -1.165769683548e+01,        +9.858664021094e+01
 1.45600000e+02,        -1.221528229103e+01,        +9.625796249073e+01,        -5.524138236274e+00,        -7.572195840922e+01,        -3.354696964809e+00,        -1.554586664035e+02,        -1.231214188616e+01,        -1.160160036120e+02,        -5.524138236274e+00,        -7.572195840922e+01,        -1.222581860131e+01,        +9.625910424162e+01,        -1.230496198997e+01,        -1.160489186889e+02,        -3.354569475935e+00,        -1.554605678827e+02,        -3.354696964809e+00,        -1.554586664035e+02,        -1.230496198997e+01,        -1.160489186889e+02,        -1.221502884575e+01,        +9.613452476344e+01,        -5.526516106467e+00,        -7.567410609780e+01,        -1.231214188616e+01,        -1.160160036120e+02,        -3.354569475936e+00,        -1.554605678827e+02,        -5.526516106467e+00,        -7.567410609780e+01,        -1.220788213604e+01,        +9.613074871291e+01
 1.47200000e+02,        -1.281595239761e+01,        +9.369117710155e+01,        -5.416810938841e+00,        -7.705325563711e+01,        -3.315861002521e+00,        -1.577096009476e+02,        -1.266819792976e+01,        -1.168443395042e+02,        -5.416810938841e+00,        -7.705325563711e+01,        -1.282748970639e+01,        +9.368667639312e+01,        -1.266095450931e+01,        -1.168830279077e+02,        -3.315743635535e+00,        -1.577115887420e+02,        -3.315861002522e+00,        -1.577096009476e+02,        -1.266095450931e+01,        -1.168830279077e+02,        -1.281559312057e+01,        +9.355273967636e+01,        -5.419047987383e+00,        -7.700491294763e+01,        -1.266819792976e+01,        -1.168443395042e+02,        -3.315743635535e+00,        -1.577115887420e+02,        -5.419047987383e+00,        -7.700491294763e+01,        -1.280784084878e+01,        +9.355414291957e+01
 1.48800000e+02,        -1.347323911631e+01,        +9.097897749365e+01,        -5.313267985811e+00,        -7.843877096801e+01,        -3.280452587272e+00,        -1.599726276845e+02,        -1.304703365386e+01,        -1.175032167982e+02,        -5.313267985811e+00,        -7.843877096801e+01,        -1.348591657324e+01,        +9.096760475777e+01,        -1.303978462819e+01,        -1.175483910054e+02,        -3.280346328470e+00,        -1.599747003662e+02,        -3.280452587272e+00,        -1.599726276845e+02,        -1.303978462819e+01,        -1.175483910054e+02,        -1.347268259542e+01,        +9.082304844332e+01,        -5.315367718058e+00,        -7.838999268907e+01,        -1.304703365386e+01,        -1.175032167982e+02,        -3.280346328470e+00,        -1.599747003662e+02,        -5.315367718058e+00,        -7.838999268907e+01,        -1.346425149116e+01,        +9.083073424597e+01
 1.50400000e+02,        -1.419535662148e+01,        +8.808556263973e+01,        -5.214211988458e+00,        -7.987646756078e+01,        -3.248552885056e+00,        -1.622462297804e+02,        -1.344844061086e+01,        -1.179586943789e+02,        -5.214211988458e+00,        -7.987646756078e+01,        -1.420933861431e+01,        +8.806569462435e+01,        -1.344126702047e+01,        -1.180111458357e+02,        -3.248458729363e+00,        -1.622483853748e+02,        -3.248552885056e+00,        -1.622462297804e+02,        -1.344126702047e+01,        -1.180111458357e+02,        -1.419446056001e+01,        +8.790901294978e+01,        -5.216178579831e+00,        -7.982730353139e+01,        -1.344844061086e+01,        -1.179586943789e+02,        -3.248458729364e+00,        -1.622483853748e+02,        -5.216178579831e+00,        -7.982730353139e+01,        -1.418526852842e+01,        +8.792441728629e+01
 1.52000000e+02,        -1.499245786045e+01,        +8.496036196095e+01,        -5.120311650491e+00,        -8.136386817024e+01,        -3.220219324338e+00,        -1.645288779849e+02,        -1.387145227495e+01,        -1.181715381915e+02,        -5.120311650492e+00,        -8.136386817024e+01,        -1.500793780787e+01,        +8.492980501414e+01,        -1.386446602280e+01,        -1.182321280775e+02,        -3.220138266590e+00,        -1.645311139475e+02,        -3.220219324338e+00,        -1.645288779849e+02,        -1.386446602280e+01,        -1.182321280775e+02,        -1.499099822271e+01,        +8.475920399645e+01,        -5.122149834079e+00,        -8.131436294468e+01,        -1.387145227495e+01,        -1.181715381915e+02,        -3.220138266591e+00,        -1.645311139475e+02,        -5.122149834079e+00,        -8.131436294468e+01,        -1.498095618520e+01,        +8.478423568893e+01
 1.53600000e+02,        -1.587720913663e+01,        +8.153025535053e+01,        -5.032194931608e+00,        -8.289808802533e+01,        -3.195485993300e+00,        -1.668190540011e+02,        -1.431401292744e+01,        -1.180969686097e+02,        -5.032194931609e+00,        -8.289808802533e+01,        -1.589441107864e+01,        +8.148596635200e+01,        -1.430736650676e+01,        -1.181666024805e+02,        -3.195419018670e+00,        -1.668213672007e+02,        -3.195485993300e+00,        -1.668190540011e+02,        -1.430736650676e+01,        -1.181666024805e+02,        -1.587482674625e+01,        +8.129933117345e+01,        -5.033909884784e+00,        -8.284828064438e+01,        -1.431401292744e+01,        -1.180969686097e+02,        -3.195419018670e+00,        -1.668213672007e+02,        -5.033909884784e+00,        -8.284828064438e+01,        -1.586384495493e+01,        +8.133658774864e+01
 1.55200000e+02,        -1.686548743619e+01,        +7.768655762170e+01,        -4.950443110152e+00,        -8.447587237248e+01,        -3.174364712660e+00,        -1.691152730421e+02,        -1.477253549894e+01,        -1.176849297327e+02,        -4.950443110152e+00,        -8.447587237248e+01,        -1.688466000395e+01,        +7.762419030244e+01,        -1.476643357527e+01,        -1.177645054701e+02,        -3.174312786369e+00,        -1.691176597531e+02,        -3.174364712660e+00,        -1.691152730421e+02,        -1.476643357527e+01,        -1.177645054701e+02,        -1.686159201106e+01,        +7.741910699892e+01,        -4.952040342421e+00,        -8.442579623427e+01,        -1.477253549894e+01,        -1.176849297327e+02,        -3.174312786369e+00,        -1.691176597531e+02,        -4.952040342421e+00,        -8.442579623427e+01,        -1.684959696773e+01,        +7.747221488852e+01
 1.56800000e+02,        -1.797707255259e+01,        +7.326242215285e+01,        -4.875585807489e+00,        -8.609363748307e+01,        -3.156846755756e+00,        -1.714161045796e+02,        -1.524133726730e+01,        -1.168813485494e+02,        -4.875585807489e+00,        -8.609363748307e+01,        -1.799846059371e+01,        +7.317556980027e+01,        -1.523604917878e+01,        -1.169716629366e+02,        -3.156810812290e+00,        -1.714185604834e+02,        -3.156846755756e+00,        -1.714161045796e+02,        -1.523604917878e+01,        -1.169716629366e+02,        -1.797066311905e+01,        +7.294952004144e+01,        -4.877071051386e+00,        -8.604332030546e+01,        -1.524133726730e+01,        -1.168813485494e+02,        -3.156810812290e+00,        -1.714185604834e+02,        -4.877071051386e+00,        -8.604332030546e+01,        -1.795763989556e+01,        +7.302367955834e+01
 1.58400000e+02,        -1.923578622153e+01,        +6.799219352104e+01,        -4.808096997339e+00,        -8.774751391699e+01,        -3.142905150227e+00,        -1.737201903374e+02,        -1.571197296506e+01,        -1.156310862485e+02,        -4.808096997339e+00,        -8.774751391699e+01,        -1.925953953337e+01,        +6.787110627413e+01,        -1.570784364192e+01,        -1.157326825811e+02,        -3.142886082278e+00,        -1.737227105351e+02,        -3.142905150227e+00,        -1.737201903374e+02,        -1.570784364192e+01,        -1.157326825811e+02,        -1.922510130871e+01,        +6.762217069318e+01,        -4.809476103843e+00,        -8.769697778203e+01,        -1.571197296506e+01,        -1.156310862485e+02,        -3.142886082278e+00,        -1.737227105351e+02,        -4.809476103843e+00,        -8.769697778203e+01,        -1.921119826338e+01,        +6.772502488711e+01
 1.60000000e+02,        -2.066711976298e+01,        +6.143650187890e+01,        -4.748391985701e+00,        -8.943339088568e+01,        -3.132497459898e+00,        -1.760262586894e+02,        -1.617255252228e+01,        -1.138834973588e+02,        -4.748391985702e+00,        -8.943339088568e+01,        -2.069302488424e+01,        +6.126596772743e+01,        -1.617000675405e+01,        -1.139964392507e+02,        -3.132496107332e+00,        -1.760288377253e+02,        -3.132497459898e+00,        -1.760262586894e+02,        -1.617000675405e+01,        -1.139964392507e+02,        -2.064893595978e+01,        +6.099499921920e+01,        -4.749670825261e+00,        -8.938265235677e+01,        -1.617255252228e+01,        -1.138834973588e+02,        -3.132496107332e+00,        -1.760288377253e+02,        -4.749670825261e+00,        -8.938265235677e+01,        -2.063472689140e+01,        +6.113792218324e+01
 1.61600000e+02,        -2.228670636834e+01,        +5.284669319579e+01,        -4.696825313379e+00,        -9.114696066429e+01,        -3.125568914503e+00,        -1.783331347982e+02,        -1.660725074107e+01,        -1.116014976461e+02,        -4.696825313379e+00,        -9.114696066429e+01,        -2.231342218691e+01,        +5.260310081717e+01,        -1.660678239451e+01,        -1.117250708646e+02,        -3.125586053648e+00,        -1.783357666944e+02,        -3.125568914504e+00,        -1.783331347982e+02,        -1.660678239451e+01,        -1.117250708646e+02,        -2.225495377922e+01,        +5.232010182945e+01,        -4.698009683308e+00,        -9.109603096627e+01,        -1.660725074107e+01,        -1.116014976461e+02,        -3.125586053649e+00,        -1.783357666944e+02,        -4.698009683308e+00,        -9.109603096627e+01,        -2.224209732129e+01,        +5.251949974773e+01
 1.63200000e+02,        -2.405844137945e+01,        +4.096076526615e+01,        -4.653689505292e+00,        -9.288376215317e+01,        -3.122055731349e+00,        +1.793602539445e+02,        -1.699638015482e+01,        -1.087743925644e+02,        -4.653689505292e+00,        -9.288376215317e+01,        -2.408146053042e+01,        +4.061158794513e+01,        -1.699851553715e+01,        -1.089067775458e+02,        -3.122092064928e+00,        +1.793575756421e+02,        -3.122055731349e+00,        +1.793602539445e+02,        -1.699851553715e+01,        -1.089067775458e+02,        -2.400195851910e+01,        +4.035307743420e+01,        -4.654785044040e+00,        -9.283264740644e+01,        -1.699638015482e+01,        -1.087743925644e+02,        -3.122092064928e+00,        +1.793575756421e+02,        -4.654785044040e+00,        -9.283264740644e+01,        -2.399474448692e+01,        +4.062832183179e+01
 1.64800000e+02,        -2.577067265546e+01,        +2.398022856381e+01,        -4.619214570351e+00,        -9.463922287325e+01,        -3.121888459230e+00,        +1.770548773472e+02,        -1.731752779072e+01,        -1.054329329274e+02,        -4.619214570352e+00,        -9.463922287325e+01,        -2.577838799508e+01,        +2.350463009310e+01,        -1.732275484639e+01,        -1.055709569105e+02,        -3.121944607258e+00,        +1.770521595128e+02,        -3.121888459230e+00,        +1.770548773472e+02,        -1.732275484640e+01,        -1.055709569105e+02,        -2.567310373223e+01,        +2.336802334557e+01,        -4.620226678890e+00,        -9.458792437328e+01,        -1.731752779072e+01,        -1.054329329274e+02,        -3.121944607258e+00,        +1.770521595128e+02,        -4.620226678891e+00,        -9.458792437328e+01,        -2.568082088179e+01,        +2.372141077336e+01
 1.66400000e+02,        -2.683903853311e+01,        +1.043074192327e+00,        -4.593568143422e+00,        -9.640869888213e+01,        -3.124995172355e+00,        +1.747516066042e+02,        -1.754816425079e+01,        -1.016621029677e+02,        -4.593568143422e+00,        -9.640869888213e+01,        -2.681417113848e+01,        +5.107918636226e-01,        -1.755683175925e+01,        -1.018012428061e+02,        -3.125071664287e+00,        +1.747488564658e+02,        -3.124995172355e+00,        +1.747516066042e+02,        -1.755683175925e+01,        -1.018012428061e+02,        -2.669560113819e+01,        +6.461095115105e-01,        -4.594501913818e+00,        -9.635721341710e+01,        -1.754816425079e+01,        -1.016621029677e+02,        -3.125071664287e+00,        +1.747488564658e+02,        -4.594501913818e+00,        -9.635721341710e+01,        -2.672939234913e+01,        +1.006211986676e+00
 1.68000000e+02,        -2.658658403879e+01,        -2.404947723902e+01,        -4.576856157220e+00,        -9.818751230421e+01,        -3.131304351159e+00,        +1.724512228424e+02,        -1.766959954878e+01,        -9.760444577790e+01,        -4.576856157220e+00,        -9.818751230421e+01,        -2.652971807846e+01,        -2.446083484298e+01,        -1.768181291508e+01,        -9.773923765317e+01,        -3.131401619556e+00,        +1.724484479093e+02,        -3.131304351159e+00,        +1.724512228424e+02,        -1.768181291508e+01,        -9.773923765317e+01,        -2.643214771898e+01,        -2.404675737722e+01,        -4.577716308323e+00,        -9.813583250412e+01,        -1.766959954878e+01,        -9.760444577790e+01,        -3.131401619557e+00,        +1.724484479093e+02,        -4.577716308323e+00,        -9.813583250412e+01,        -2.648726058462e+01,        -2.381210197932e+01
